visitId,fullVisitorId,date,visitStartTime,channelGrouping,source,medium,deviceCategory,browser,operatingSystem,isMobile,continent,country,city,transactionRevenue,sessionDuration,pageViews,visitNumber,Unnamed: 18,channel_key,channel_id,Unnamed: 21,Unnamed: 22,geo_key,geo_id,Unnamed: 25,time_key,time_id
1582763,8480575659,20230820,1692565137,Display,direct,cpc,tablet,Edge,Linux,False,Europe,Spain,Madrid,0,1131,9,3,,Display|direct|cpc,28,,,Europe|Spain|Madrid,5,,20230820|1692565137,32
7100459,7097439621,20230526,1685072883,Referral,bing,cpc,mobile,Opera,Linux,False,Europe,Germany,Berlin,19709,921,9,1,,Referral|bing|cpc,29,,,Europe|Germany|Berlin,2,,20230526|1685072883,33
4241839,8999054215,20230802,1690977597,Paid Search,newsletter,organic,mobile,Firefox,Android,True,North America,USA,New York,0,687,3,3,,Paid Search|newsletter|organic,30,,,North America|USA|New York,3,,20230802|1690977597,34
5253579,4624458481,20230113,1673591047,Display,bing,organic,tablet,Chrome,Linux,True,Europe,Spain,Madrid,19551,798,9,3,,Display|bing|organic,31,,,Europe|Spain|Madrid,5,,20230113|1673591047,35
8131058,5201313977,20230408,1680928080,Direct,youtube,email,tablet,Edge,Linux,False,South America,Brazil,São Paulo,0,108,8,4,,Direct|youtube|email,32,,,South America|Brazil|São Paulo,1,,20230408|1680928080,36
3693866,7978895862,20230905,1693907843,Direct,bing,(none),tablet,Firefox,Android,False,Oceania,Australia,Sydney,16141,116,7,3,,Direct|bing|(none),33,,,Oceania|Australia|Sydney,4,,20230905|1693907843,37
8411274,7500563092,20230207,1675730197,Referral,youtube,(none),mobile,Edge,Windows,False,Europe,Spain,Madrid,0,198,8,2,,Referral|youtube|(none),34,,,Europe|Spain|Madrid,5,,20230207|1675730197,38
9288702,9186560316,20230721,1689952224,Paid Search,youtube,email,desktop,Firefox,Macintosh,True,South America,Brazil,São Paulo,12732,853,5,3,,Paid Search|youtube|email,35,,,South America|Brazil|São Paulo,1,,20230721|1689952224,39
8565346,6566085910,20230109,1673242864,Display,facebook,referral,tablet,Firefox,Windows,True,Europe,Germany,Berlin,1145,872,9,2,,Display|facebook|referral,36,,,Europe|Germany|Berlin,2,,20230109|1673242864,40
1278410,9461068861,20230824,1692851275,Paid Search,direct,(none),desktop,Safari,Android,False,North America,USA,New York,0,958,6,3,,Paid Search|direct|(none),37,,,North America|USA|New York,3,,20230824|1692851275,41
5009926,5053516044,20230526,1685117657,Organic Search,youtube,referral,desktop,Edge,Linux,True,Oceania,Australia,Sydney,0,326,7,5,,Organic Search|youtube|referral,38,,,Oceania|Australia|Sydney,4,,20230526|1685117657,42
3181113,6294871094,20230820,1692494642,Social,newsletter,referral,mobile,Firefox,Linux,True,Asia,India,Nueva Delhi,0,128,8,2,,Social|newsletter|referral,39,,,Asia|India|Nueva Delhi,6,,20230820|1692494642,43
1508913,6654799371,20230525,1684987253,Direct,newsletter,organic,tablet,Chrome,Macintosh,True,Asia,India,Nueva Delhi,11912,682,6,4,,Direct|newsletter|organic,8,,,Asia|India|Nueva Delhi,6,,20230525|1684987253,44
3367235,8443183607,20231129,1701240695,Email,newsletter,cpc,mobile,Safari,Windows,True,Europe,Germany,Berlin,0,1036,6,3,,Email|newsletter|cpc,40,,,Europe|Germany|Berlin,2,,20231129|1701240695,45
1590528,4680740314,20230525,1685031477,Direct,youtube,referral,mobile,Chrome,Windows,True,North America,USA,New York,0,988,8,5,,Direct|youtube|referral,2,,,North America|USA|New York,3,,20230525|1685031477,46
3043528,9610752836,20230904,1693859056,Social,youtube,referral,tablet,Opera,Android,False,Europe,Spain,Madrid,0,190,1,5,,Social|youtube|referral,41,,,Europe|Spain|Madrid,5,,20230904|1693859056,47
6231954,8115346459,20231031,1698735350,Referral,newsletter,(none),mobile,Chrome,Android,True,Europe,Spain,Madrid,0,525,9,5,,Referral|newsletter|(none),42,,,Europe|Spain|Madrid,5,,20231031|1698735350,48
3342094,1167735444,20230723,1690121032,Organic Search,youtube,(none),mobile,Firefox,Android,True,Europe,Germany,Berlin,0,340,7,4,,Organic Search|youtube|(none),43,,,Europe|Germany|Berlin,2,,20230723|1690121032,49
1137477,6217164499,20230915,1694801206,Direct,bing,cpc,tablet,Safari,Windows,True,Europe,Spain,Madrid,0,364,10,4,,Direct|bing|cpc,44,,,Europe|Spain|Madrid,5,,20230915|1694801206,50
5277415,7638396661,20231108,1699467866,Social,direct,email,desktop,Firefox,Android,False,Europe,Spain,Madrid,0,428,1,4,,Social|direct|email,45,,,Europe|Spain|Madrid,5,,20231108|1699467866,51
4736851,5622311848,20230129,1674979095,Social,facebook,(none),mobile,Firefox,iOS,False,Europe,Spain,Madrid,0,899,2,4,,Social|facebook|(none),46,,,Europe|Spain|Madrid,5,,20230129|1674979095,52
9048779,2802901530,20231019,1697699842,Email,facebook,(none),desktop,Opera,Macintosh,False,South America,Brazil,São Paulo,0,515,10,5,,Email|facebook|(none),47,,,South America|Brazil|São Paulo,1,,20231019|1697699842,53
1195795,1779628583,20230830,1693436659,Display,youtube,email,mobile,Firefox,iOS,True,Europe,Germany,Berlin,6248,1126,3,3,,Display|youtube|email,48,,,Europe|Germany|Berlin,2,,20230830|1693436659,54
4179938,7601389468,20231217,1702849199,Referral,google,cpc,mobile,Safari,Macintosh,False,Asia,India,Nueva Delhi,0,197,5,3,,Referral|google|cpc,49,,,Asia|India|Nueva Delhi,6,,20231217|1702849199,55
3759311,1113279126,20230331,1680265043,Direct,bing,organic,mobile,Opera,Windows,False,North America,USA,New York,0,839,2,3,,Direct|bing|organic,50,,,North America|USA|New York,3,,20230331|1680265043,56
1375587,1955513355,20230921,1695291493,Display,newsletter,organic,desktop,Firefox,Android,False,Asia,India,Nueva Delhi,17586,412,5,2,,Display|newsletter|organic,51,,,Asia|India|Nueva Delhi,6,,20230921|1695291493,57
2677395,1667570649,20230101,1672571292,Paid Search,facebook,(none),mobile,Safari,Macintosh,False,Europe,Spain,Madrid,0,95,8,2,,Paid Search|facebook|(none),52,,,Europe|Spain|Madrid,5,,20230101|1672571292,58
2437536,7257250152,20230518,1684425740,Paid Search,bing,organic,mobile,Firefox,Windows,False,Asia,India,Nueva Delhi,0,1180,1,2,,Paid Search|bing|organic,53,,,Asia|India|Nueva Delhi,6,,20230518|1684425740,59
6276087,8499515419,20231109,1699517148,Referral,newsletter,(none),tablet,Safari,iOS,True,South America,Brazil,São Paulo,0,942,10,2,,Referral|newsletter|(none),42,,,South America|Brazil|São Paulo,1,,20231109|1699517148,60
7511107,4373681969,20230731,1690775666,Social,direct,(none),desktop,Firefox,iOS,True,Oceania,Australia,Sydney,0,345,8,1,,Social|direct|(none),54,,,Oceania|Australia|Sydney,4,,20230731|1690775666,61
3507699,1575883347,20230406,1680763116,Display,youtube,referral,desktop,Safari,Android,False,Asia,India,Nueva Delhi,0,1130,3,5,,Display|youtube|referral,55,,,Asia|India|Nueva Delhi,6,,20230406|1680763116,62
7045075,9763608041,20230516,1684277898,Paid Search,bing,cpc,mobile,Firefox,Linux,False,North America,USA,New York,0,497,3,4,,Paid Search|bing|cpc,56,,,North America|USA|New York,3,,20230516|1684277898,63
2567874,6009610062,20230502,1682988566,Display,youtube,email,desktop,Edge,Windows,False,Europe,Spain,Madrid,8705,244,10,1,,Display|youtube|email,48,,,Europe|Spain|Madrid,5,,20230502|1682988566,64
1710130,1526124551,20231005,1696538959,Direct,facebook,organic,mobile,Safari,Windows,False,South America,Brazil,São Paulo,6731,911,2,1,,Direct|facebook|organic,57,,,South America|Brazil|São Paulo,1,,20231005|1696538959,65
1813006,6291338765,20230104,1672831091,Referral,youtube,referral,tablet,Edge,iOS,True,North America,USA,New York,0,805,10,4,,Referral|youtube|referral,58,,,North America|USA|New York,3,,20230104|1672831091,66
9534102,2494307715,20231013,1697203625,Direct,youtube,referral,mobile,Opera,Windows,True,North America,USA,New York,0,599,4,1,,Direct|youtube|referral,2,,,North America|USA|New York,3,,20231013|1697203625,67
3403452,5572192637,20230502,1683005782,Direct,youtube,(none),tablet,Firefox,Android,True,Asia,India,Nueva Delhi,0,690,4,5,,Direct|youtube|(none),59,,,Asia|India|Nueva Delhi,6,,20230502|1683005782,68
1889311,7647541837,20231126,1701038425,Referral,bing,organic,tablet,Opera,iOS,False,Asia,India,Nueva Delhi,0,984,10,1,,Referral|bing|organic,60,,,Asia|India|Nueva Delhi,6,,20231126|1701038425,69
7468037,9121561050,20230108,1673156474,Email,bing,email,mobile,Chrome,iOS,True,Asia,India,Nueva Delhi,15342,137,9,4,,Email|bing|email,14,,,Asia|India|Nueva Delhi,6,,20230108|1673156474,70
9592225,3147372911,20230629,1688025150,Display,facebook,email,tablet,Firefox,Windows,True,South America,Brazil,São Paulo,0,971,1,2,,Display|facebook|email,20,,,South America|Brazil|São Paulo,1,,20230629|1688025150,71
9602158,4916616799,20230901,1693576673,Referral,bing,(none),mobile,Chrome,Windows,False,Europe,Spain,Madrid,0,598,1,3,,Referral|bing|(none),61,,,Europe|Spain|Madrid,5,,20230901|1693576673,72
4926073,3782094755,20230104,1672820114,Social,youtube,referral,tablet,Safari,iOS,False,Asia,India,Nueva Delhi,0,477,7,1,,Social|youtube|referral,41,,,Asia|India|Nueva Delhi,6,,20230104|1672820114,73
8271574,7567678827,20231006,1696572934,Organic Search,direct,referral,mobile,Edge,Android,False,Oceania,Australia,Sydney,0,907,3,2,,Organic Search|direct|referral,62,,,Oceania|Australia|Sydney,4,,20231006|1696572934,74
2608065,7761365751,20230727,1690454287,Direct,youtube,email,mobile,Chrome,Macintosh,False,Oceania,Australia,Sydney,11602,524,9,2,,Direct|youtube|email,32,,,Oceania|Australia|Sydney,4,,20230727|1690454287,75
6288738,6773964577,20230527,1685226111,Social,bing,referral,tablet,Chrome,Android,True,Europe,Spain,Madrid,0,715,6,1,,Social|bing|referral,16,,,Europe|Spain|Madrid,5,,20230527|1685226111,76
5026491,4222846813,20230510,1683704624,Paid Search,google,cpc,desktop,Safari,iOS,False,North America,USA,New York,0,442,10,1,,Paid Search|google|cpc,63,,,North America|USA|New York,3,,20230510|1683704624,77
9930611,9976450314,20231112,1699799365,Referral,facebook,(none),desktop,Chrome,Windows,False,Oceania,Australia,Sydney,0,529,3,2,,Referral|facebook|(none),64,,,Oceania|Australia|Sydney,4,,20231112|1699799365,78
7790869,6377664136,20230517,1684343990,Email,bing,organic,desktop,Firefox,Linux,False,South America,Brazil,São Paulo,0,444,7,1,,Email|bing|organic,4,,,South America|Brazil|São Paulo,1,,20230517|1684343990,79
9588268,8463923300,20231119,1700431937,Referral,direct,organic,mobile,Firefox,Linux,True,Oceania,Australia,Sydney,0,480,2,3,,Referral|direct|organic,65,,,Oceania|Australia|Sydney,4,,20231119|1700431937,80
1616371,6947758893,20231203,1701628437,Organic Search,direct,organic,tablet,Safari,Macintosh,True,Europe,Spain,Madrid,0,1066,6,4,,Organic Search|direct|organic,66,,,Europe|Spain|Madrid,5,,20231203|1701628437,81
2043477,4448326140,20231220,1703041822,Social,facebook,cpc,desktop,Edge,Android,True,Europe,Spain,Madrid,0,844,5,5,,Social|facebook|cpc,67,,,Europe|Spain|Madrid,5,,20231220|1703041822,82
2750705,1921728511,20231107,1699368377,Paid Search,youtube,cpc,tablet,Opera,Windows,True,Oceania,Australia,Sydney,0,719,10,3,,Paid Search|youtube|cpc,68,,,Oceania|Australia|Sydney,4,,20231107|1699368377,83
6436660,8072043828,20230302,1677751164,Organic Search,direct,(none),desktop,Chrome,Macintosh,False,Oceania,Australia,Sydney,18533,116,6,1,,Organic Search|direct|(none),69,,,Oceania|Australia|Sydney,4,,20230302|1677751164,84
4075745,4424832608,20230130,1675047312,Direct,newsletter,(none),tablet,Chrome,iOS,False,Asia,India,Nueva Delhi,9675,923,1,1,,Direct|newsletter|(none),70,,,Asia|India|Nueva Delhi,6,,20230130|1675047312,85
9049011,1490358153,20230919,1695121691,Paid Search,facebook,referral,mobile,Safari,Macintosh,True,Oceania,Australia,Sydney,6925,355,1,4,,Paid Search|facebook|referral,71,,,Oceania|Australia|Sydney,4,,20230919|1695121691,86
2542301,6064980849,20230310,1678434842,Email,google,email,mobile,Chrome,Macintosh,True,Europe,Germany,Berlin,0,152,7,4,,Email|google|email,72,,,Europe|Germany|Berlin,2,,20230310|1678434842,87
3782942,3878196014,20230912,1694560733,Email,bing,cpc,tablet,Safari,iOS,True,Europe,Germany,Berlin,0,1176,6,5,,Email|bing|cpc,73,,,Europe|Germany|Berlin,2,,20230912|1694560733,88
9554761,8220034399,20230925,1695613589,Direct,facebook,cpc,desktop,Firefox,Linux,True,Europe,Spain,Madrid,0,594,5,4,,Direct|facebook|cpc,74,,,Europe|Spain|Madrid,5,,20230925|1695613589,89
7948147,6841557218,20230520,1684583701,Paid Search,google,email,desktop,Safari,Android,True,Europe,Germany,Berlin,0,93,2,5,,Paid Search|google|email,75,,,Europe|Germany|Berlin,2,,20230520|1684583701,90
5163202,3044433815,20230304,1677943998,Display,direct,(none),desktop,Edge,iOS,True,South America,Brazil,São Paulo,0,89,3,4,,Display|direct|(none),17,,,South America|Brazil|São Paulo,1,,20230304|1677943998,91
3679243,8669739934,20231117,1700231214,Direct,facebook,email,mobile,Firefox,Windows,False,North America,USA,New York,4345,676,3,1,,Direct|facebook|email,9,,,North America|USA|New York,3,,20231117|1700231214,92
1327364,1443241528,20230914,1694732337,Referral,facebook,(none),desktop,Safari,Windows,False,Europe,Spain,Madrid,0,1070,4,4,,Referral|facebook|(none),64,,,Europe|Spain|Madrid,5,,20230914|1694732337,93
5953547,6918111700,20230109,1673300257,Referral,direct,referral,mobile,Safari,Android,True,North America,USA,New York,3873,1160,10,2,,Referral|direct|referral,76,,,North America|USA|New York,3,,20230109|1673300257,94
5892513,1591540101,20231103,1698997419,Email,newsletter,(none),desktop,Chrome,Windows,True,North America,USA,New York,0,154,1,3,,Email|newsletter|(none),77,,,North America|USA|New York,3,,20231103|1698997419,95
2548927,6576809764,20230704,1688483902,Referral,newsletter,organic,desktop,Opera,Linux,False,Europe,Spain,Madrid,0,1022,1,2,,Referral|newsletter|organic,11,,,Europe|Spain|Madrid,5,,20230704|1688483902,96
2633556,5346505437,20230809,1691571502,Referral,youtube,cpc,desktop,Edge,Linux,False,South America,Brazil,São Paulo,0,212,6,1,,Referral|youtube|cpc,78,,,South America|Brazil|São Paulo,1,,20230809|1691571502,97
6602965,7738144377,20230224,1677220537,Paid Search,google,cpc,mobile,Safari,iOS,False,Asia,India,Nueva Delhi,8468,767,10,1,,Paid Search|google|cpc,63,,,Asia|India|Nueva Delhi,6,,20230224|1677220537,98
5251975,1556390579,20230615,1686867331,Display,direct,(none),mobile,Firefox,Android,True,Europe,Spain,Madrid,7058,756,9,3,,Display|direct|(none),17,,,Europe|Spain|Madrid,5,,20230615|1686867331,99
1343072,1973475215,20230801,1690873970,Direct,google,email,desktop,Firefox,Android,True,South America,Brazil,São Paulo,0,915,7,4,,Direct|google|email,79,,,South America|Brazil|São Paulo,1,,20230801|1690873970,100
8828537,5830046669,20230823,1692789544,Direct,direct,(none),tablet,Chrome,Macintosh,False,Asia,India,Nueva Delhi,0,605,7,2,,Direct|direct|(none),80,,,Asia|India|Nueva Delhi,6,,20230823|1692789544,101
8474808,1243056098,20231010,1696923116,Referral,newsletter,cpc,mobile,Edge,Android,True,South America,Brazil,São Paulo,18799,415,5,3,,Referral|newsletter|cpc,81,,,South America|Brazil|São Paulo,1,,20231010|1696923116,102
5749835,9913062942,20230708,1688799658,Display,direct,referral,tablet,Edge,Android,True,Europe,Germany,Berlin,3456,904,7,1,,Display|direct|referral,82,,,Europe|Germany|Berlin,2,,20230708|1688799658,103
7568087,2506767187,20230722,1690000805,Paid Search,google,email,mobile,Chrome,Linux,True,Europe,Spain,Madrid,0,736,9,5,,Paid Search|google|email,75,,,Europe|Spain|Madrid,5,,20230722|1690000805,104
4460884,6764814020,20230908,1694141833,Email,direct,(none),mobile,Safari,Linux,True,Asia,India,Nueva Delhi,0,964,4,2,,Email|direct|(none),19,,,Asia|India|Nueva Delhi,6,,20230908|1694141833,105
2322273,4706030102,20230728,1690544839,Social,bing,organic,tablet,Chrome,Android,True,North America,USA,New York,0,806,6,3,,Social|bing|organic,6,,,North America|USA|New York,3,,20230728|1690544839,106
1412945,7249251018,20230123,1674496932,Referral,newsletter,(none),mobile,Safari,Linux,True,Europe,Germany,Berlin,16098,497,9,3,,Referral|newsletter|(none),42,,,Europe|Germany|Berlin,2,,20230123|1674496932,107
2069221,5484025774,20230816,1692227316,Paid Search,facebook,cpc,mobile,Edge,Windows,True,Oceania,Australia,Sydney,0,216,3,3,,Paid Search|facebook|cpc,83,,,Oceania|Australia|Sydney,4,,20230816|1692227316,108
4059709,9253243461,20230428,1682700871,Direct,newsletter,(none),tablet,Firefox,Macintosh,False,Europe,Spain,Madrid,9407,873,6,4,,Direct|newsletter|(none),70,,,Europe|Spain|Madrid,5,,20230428|1682700871,109
5751037,8947447171,20230116,1673846294,Organic Search,facebook,referral,tablet,Firefox,Linux,False,Europe,Germany,Berlin,0,949,3,4,,Organic Search|facebook|referral,84,,,Europe|Germany|Berlin,2,,20230116|1673846294,110
4663510,7547908156,20231014,1697320733,Paid Search,newsletter,referral,tablet,Safari,Windows,True,Europe,Spain,Madrid,11709,455,2,2,,Paid Search|newsletter|referral,85,,,Europe|Spain|Madrid,5,,20231014|1697320733,111
7604790,5838118270,20230122,1674368263,Display,youtube,referral,desktop,Firefox,Android,False,South America,Brazil,São Paulo,0,696,10,1,,Display|youtube|referral,55,,,South America|Brazil|São Paulo,1,,20230122|1674368263,112
7300018,9678792306,20231002,1696248334,Referral,google,(none),desktop,Chrome,Linux,False,Europe,Spain,Madrid,0,104,7,1,,Referral|google|(none),86,,,Europe|Spain|Madrid,5,,20231002|1696248334,113
5965333,3114381018,20231009,1696816104,Referral,google,(none),desktop,Opera,Macintosh,False,South America,Brazil,São Paulo,0,1136,10,1,,Referral|google|(none),86,,,South America|Brazil|São Paulo,1,,20231009|1696816104,114
9316734,6467350478,20230821,1692615073,Organic Search,youtube,(none),tablet,Chrome,Macintosh,False,Europe,Spain,Madrid,0,457,8,3,,Organic Search|youtube|(none),43,,,Europe|Spain|Madrid,5,,20230821|1692615073,115
9247129,2380215693,20231002,1696206973,Social,google,organic,tablet,Firefox,Macintosh,False,North America,USA,New York,0,944,8,2,,Social|google|organic,87,,,North America|USA|New York,3,,20231002|1696206973,116
7440451,7121358820,20230429,1682749260,Paid Search,bing,referral,desktop,Chrome,iOS,True,Europe,Spain,Madrid,6625,309,7,5,,Paid Search|bing|referral,88,,,Europe|Spain|Madrid,5,,20230429|1682749260,117
6397807,4079175723,20231213,1702459312,Email,google,(none),desktop,Safari,Macintosh,True,Europe,Germany,Berlin,0,873,5,2,,Email|google|(none),89,,,Europe|Germany|Berlin,2,,20231213|1702459312,118
1873850,1780898525,20231102,1698956317,Direct,bing,(none),mobile,Safari,Windows,False,Europe,Spain,Madrid,0,565,7,1,,Direct|bing|(none),33,,,Europe|Spain|Madrid,5,,20231102|1698956317,119
6063349,9589186998,20230527,1685206360,Social,bing,(none),mobile,Chrome,Windows,False,North America,USA,New York,2744,258,9,5,,Social|bing|(none),90,,,North America|USA|New York,3,,20230527|1685206360,120
3855106,5244314566,20230620,1687265866,Direct,facebook,referral,desktop,Opera,iOS,True,South America,Brazil,São Paulo,0,864,1,5,,Direct|facebook|referral,91,,,South America|Brazil|São Paulo,1,,20230620|1687265866,121
8502736,5004642605,20230823,1692794886,Referral,google,cpc,desktop,Edge,Linux,True,North America,USA,New York,0,14,7,1,,Referral|google|cpc,49,,,North America|USA|New York,3,,20230823|1692794886,122
4415996,9620797499,20230515,1684163070,Direct,google,email,tablet,Firefox,Linux,False,North America,USA,New York,0,436,7,1,,Direct|google|email,79,,,North America|USA|New York,3,,20230515|1684163070,123
8241836,1455995159,20230815,1692094414,Direct,youtube,referral,mobile,Safari,Android,False,Europe,Spain,Madrid,8105,697,4,2,,Direct|youtube|referral,2,,,Europe|Spain|Madrid,5,,20230815|1692094414,124
1733332,5085632108,20230523,1684812525,Display,direct,email,desktop,Opera,Linux,False,Asia,India,Nueva Delhi,0,499,10,3,,Display|direct|email,25,,,Asia|India|Nueva Delhi,6,,20230523|1684812525,125
4607644,7664325440,20230513,1683980808,Organic Search,newsletter,cpc,mobile,Chrome,Linux,True,Europe,Spain,Madrid,0,313,8,2,,Organic Search|newsletter|cpc,92,,,Europe|Spain|Madrid,5,,20230513|1683980808,126
9972704,6169766068,20231001,1696173488,Referral,google,referral,mobile,Chrome,iOS,False,South America,Brazil,São Paulo,0,312,9,2,,Referral|google|referral,93,,,South America|Brazil|São Paulo,1,,20231001|1696173488,127
1593502,2337612167,20230202,1675319101,Email,facebook,(none),mobile,Firefox,Windows,True,Europe,Germany,Berlin,0,537,6,5,,Email|facebook|(none),47,,,Europe|Germany|Berlin,2,,20230202|1675319101,128
